timestamp_utc,run_id,channel,engine,repo,query_group,keyword_width,query,target,target_rank,result_count,visibility_score,status,evidence_level,evidence_path,query_method,locale,region,logged_in,sort_mode,result_type,device_profile,query_url_or_endpoint,manual_reviewer,raw_result_hash
2026-07-19T16:06:02Z,skill-hub-seo-20260720,github,GitHub Repository Search,EthanYoQ/Skill-hub,broad_category,broad_category,AI agent skills,EthanYoQ/Skill-hub,not_in_top_100,25484,0,observed_once,observed_once,gh api search/repositories,GitHub REST API,en,global,true,best-match,repository-search,api,/search/repositories?q=AI%20agent%20skills,agent,unrecorded
2026-07-19T16:06:02Z,skill-hub-seo-20260720,github,GitHub Repository Search,EthanYoQ/Skill-hub,scenario_problem,scenario_problem,AI coding workflows,EthanYoQ/Skill-hub,not_in_top_100,8459,0,observed_once,observed_once,gh api search/repositories,GitHub REST API,en,global,true,best-match,repository-search,api,/search/repositories?q=AI%20coding%20workflows,agent,unrecorded
2026-07-19T16:06:02Z,skill-hub-seo-20260720,github,GitHub Repository Search,EthanYoQ/Skill-hub,platform_tool,platform_tool,Codex skills,EthanYoQ/Skill-hub,not_in_top_100,19426,0,observed_once,observed_once,gh api search/repositories,GitHub REST API,en,global,true,best-match,repository-search,api,/search/repositories?q=Codex%20skills,agent,unrecorded
2026-07-19T16:06:02Z,skill-hub-seo-20260720,github,GitHub Repository Search,EthanYoQ/Skill-hub,platform_tool,platform_tool,Claude Code skills,EthanYoQ/Skill-hub,not_in_top_100,47807,0,observed_once,observed_once,gh api search/repositories,GitHub REST API,en,global,true,best-match,repository-search,api,/search/repositories?q=Claude%20Code%20skills,agent,unrecorded
2026-07-19T16:06:02Z,skill-hub-seo-20260720,github,GitHub Repository Search,EthanYoQ/Skill-hub,exact_long_tail,exact_long_tail,中文 Agent 技能库,EthanYoQ/Skill-hub,3,3,70,observed_once,observed_once,gh api search/repositories,GitHub REST API,zh,global,true,best-match,repository-search,api,/search/repositories?q=%E4%B8%AD%E6%96%87%20Agent%20%E6%8A%80%E8%83%BD%E5%BA%93,agent,unrecorded
